id,age,work_experience,Honesty-Humility,Extraversion,Agreeableness,Conscientiousness,Integrity,Collegiality,Social_versatility,Development_orientation,Hireability,gender_1,gender_2,gender_3,gender_4,education_1,education_2,education_3,education_4,education_5,education_6,education_7
63b73bd5a6179e2e7297d96e,0.040816326530612235,0.11764705882352941,3.71875,3.78125,3.75625,2.625,2.9,2.7,2.9,3.4,2.9,0,0,1,0,0,0,1,0,0,0,0
6398af4f26e303972b2d4eab,0.857142857142857,0.6666666666666666,2.99375,2.6125,3.9125,3.35,3.4,2.8,2.9,3.3,2.9,0,1,0,0,0,1,0,0,0,0,0
62d06d1b651d6922f62fab9b,0.20408163265306123,0.13725490196078433,3.21875,3.4375,4.06875,3.93125,3.0,3.3,2.9,3.4,3.0,1,0,0,0,0,0,0,1,0,0,0
62d5c169b25535bc60fd5248,0.7755102040816326,0.6862745098039216,3.66875,3.38125,3.43125,3.86875,3.0,2.9,3.3,3.4,3.0,0,1,0,0,0,0,0,0,1,0,0
59d6b8f103203500011ace12,0.8367346938775511,0.6078431372549019,3.38125,2.61875,3.2,3.70625,3.3,3.4,3.3,3.3,2.9,0,1,0,0,0,0,0,0,1,0,0
628510a698e9e63b21ef9139,0.26530612244897955,0.1764705882352941,3.45625,3.35625,3.4875,3.13125,4.2,4.1,3.8,4.0,3.9,1,0,0,0,0,0,0,0,1,0,0
61283769a39dd638c256540c,0.5918367346938775,0.5294117647058824,2.93125,3.0,2.88125,2.7125,2.9,3.0,3.1,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0
5d59b01348766d0016949e6a,0.44897959183673464,0.3333333333333333,4.18125,2.83125,3.63125,3.83125,4.3,4.0,3.3,3.8,3.8,0,1,0,0,0,0,0,1,0,0,0
632bf6af55bff8f5431bc09a,0.1428571428571429,0.0,2.8625,2.54375,2.88125,2.625,3.8,3.0,2.9,3.1,2.8,1,0,0,0,0,0,0,0,1,0,0
61232cdd072f4f13a41c2302,0.12244897959183676,0.11764705882352941,3.59375,3.34375,3.18125,2.9875,3.7,3.4,3.7,3.3,3.5,0,1,0,0,0,0,1,0,0,0,0
60fd0c7f3feef315172385cf,0.3877551020408163,0.4117647058823529,2.54375,2.36875,3.2875,3.5875,2.8,2.8,2.5,2.9,2.3,0,1,0,0,0,0,0,0,1,0,0
62a1e0fa590f6a0427492e41,0.5510204081632653,0.4117647058823529,3.0875,3.26875,3.26875,3.03125,3.4,3.3,3.1,3.1,3.2,1,0,0,0,0,0,0,1,0,0,0
59ca6d5b46f72100019069c0,0.7755102040816326,0.6666666666666666,3.71875,3.35625,3.2375,2.95,4.3,3.6,3.3,3.7,3.5,1,0,0,0,0,0,0,0,1,0,0
60ff7e913a2ea98fff1d0cf3,0.040816326530612235,0.0784313725490196,2.8875,2.86875,3.10625,3.50625,3.5,3.7,4.2,4.3,3.8,0,1,0,0,0,1,0,0,0,0,0
614c0e6fc69699a7da9b770e,0.12244897959183676,0.13725490196078433,2.91875,3.11875,3.2125,3.0875,2.6,2.7,2.8,2.6,2.5,0,1,0,0,0,0,1,0,0,0,0
62c71e41af2bc57590b548e8,0.4897959183673469,0.45098039215686275,3.31875,3.64375,3.7875,3.95625,3.3,3.4,3.3,3.7,3.3,1,0,0,0,0,0,1,0,0,0,0
5ec44da606cb7931f04a35e9,0.7959183673469388,0.7058823529411764,2.90625,3.90625,3.9125,3.95,4.0,3.8,3.8,3.8,3.7,1,0,0,0,0,0,1,0,0,0,0
5b2489070ec82d0001d1dbb2,0.5306122448979591,0.3333333333333333,3.575,2.90625,3.05625,3.78125,4.2,4.1,3.2,3.6,3.7,0,1,0,0,0,0,0,0,1,0,0
622a193e32f45a5c28d4875f,0.857142857142857,0.7058823529411764,2.95625,3.25,3.3375,3.48125,3.0,3.3,3.4,3.7,3.4,1,0,0,0,0,0,0,1,0,0,0
5b6c72f29dc5550001f8a514,0.3877551020408163,0.43137254901960786,3.2375,3.25,2.80625,3.9875,3.6,3.3,3.4,3.8,3.7,1,0,0,0,0,0,0,1,0,0,0
5fb1a1a3a8e4226b1354fd7f,0.040816326530612235,0.0392156862745098,3.3875,2.825,3.15,2.71875,3.2,3.2,2.9,2.3,2.0,0,1,0,0,0,0,1,0,0,0,0
628fcdd94ad6099e34e72647,0.5510204081632653,0.4117647058823529,2.725,2.93125,2.86875,3.69375,3.2,3.3,3.1,3.5,3.4,1,0,0,0,0,0,0,1,0,0,0
5bd49bcc25db7b0001794063,0.326530612244898,0.13725490196078433,3.025,3.43125,3.28125,3.05625,3.3,4.0,3.8,3.0,3.4,0,0,1,0,0,0,0,1,0,0,0
62c61d523167ae5eafc98e6c,0.2448979591836734,0.2549019607843137,3.99375,2.3875,3.56875,2.81875,3.0,2.7,2.7,2.4,2.3,1,0,0,0,0,0,0,0,1,0,0
62e1bc1f7bc99745a170ce2e,0.36734693877551017,0.3333333333333333,3.866666667,4.375,3.591666667,2.758333333,2.8,2.8,2.6,3.9,2.8,1,0,0,0,0,0,1,0,0,0,0
5c580c3dd3cc6b0001d9ffbf,0.5306122448979591,0.3137254901960784,3.65625,2.7625,3.9375,3.1375,3.7,3.7,3.6,3.5,2.5,0,1,0,0,0,0,1,0,0,0,0
612e44861dc0709ab9f444ba,0.2857142857142857,0.2549019607843137,2.5625,2.7,3.35625,3.41875,3.4,3.3,3.3,3.2,3.3,1,0,0,0,0,0,1,0,0,0,0
6389301d2575b8e4c1e7cc5c,0.9183673469387754,0.39215686274509803,3.4375,3.6125,3.15,3.61875,3.0,3.4,3.3,3.0,3.4,0,1,0,0,0,0,0,1,0,0,0
6272c50e0f591ac1dc8c2e02,0.5306122448979591,0.1764705882352941,3.33125,2.575,2.5625,3.08125,3.4,3.3,2.9,3.3,3.1,0,1,0,0,0,0,0,1,0,0,0
5c35293501f27e0001094ba5,0.4897959183673469,0.5098039215686274,3.21875,2.26875,3.075,3.53125,3.8,2.7,3.1,3.8,2.9,0,1,0,0,0,0,0,1,0,0,0
5a443812817d1800018d1179,0.346938775510204,0.19607843137254902,2.84375,2.94375,2.275,2.80625,2.8,2.8,2.6,2.9,2.2,0,1,0,0,0,1,0,0,0,0,0
5f315908aea34d0ca5c4e8d3,0.6326530612244897,0.7058823529411764,3.3625,2.5125,2.425,3.175,3.5,2.5,2.5,3.0,2.5,0,1,0,0,0,0,0,1,0,0,0
60ef2700e476748689a999f7,0.26530612244897955,0.2549019607843137,3.85625,3.74375,3.68125,3.9375,2.5,2.5,2.0,1.5,1.5,0,1,0,0,0,0,1,0,0,0,0
5e97af0bca82b6278c859323,0.20408163265306123,0.0392156862745098,3.675,2.54375,3.7375,3.525,3.4,3.7,3.2,3.7,3.2,0,1,0,0,0,0,1,0,0,0,0
5e5dcce0e58b6a0f18009f84,0.20408163265306123,0.11764705882352941,2.94375,3.65,3.18125,2.925,3.0,3.5,3.0,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0
5e8f53644b34ff22d9b3a1c5,0.44897959183673464,0.13725490196078433,3.0125,2.675,3.6,2.8,3.3,2.8,3.1,3.0,2.6,1,0,0,0,0,1,0,0,0,0,0
5d4bed118cbe900016c1f6d0,0.26530612244897955,0.1764705882352941,3.5,2.35625,4.2,4.31875,3.5,3.4,3.0,3.6,2.7,1,0,0,0,0,0,1,0,0,0,0
62fba37f3560a85b4eb94aac,0.5510204081632653,0.5686274509803921,3.15625,2.73125,2.45625,3.50625,3.4,3.0,3.2,2.8,2.9,1,0,0,0,0,0,1,0,0,0,0
5f7a0bc4853bd46503a27113,0.1428571428571429,0.0784313725490196,3.575,3.74375,3.7875,3.3875,3.2,3.2,3.2,3.7,2.9,0,0,1,0,0,0,0,0,1,0,0
5c54bf7d77f9e700015ef638,0.5510204081632653,0.49019607843137253,3.45,3.84375,3.6125,3.7875,4.1,4.2,3.8,3.9,4.2,0,1,0,0,0,0,0,0,1,0,0
5d90298097a2130015f3fa3c,0.2857142857142857,0.2549019607843137,3.51875,3.15,3.525,3.325,3.5,3.6,3.4,3.2,3.4,1,0,0,0,0,1,0,0,0,0,0
5cb489ff0cd1ed0017465d19,0.30612244897959184,0.3137254901960784,3.39375,2.43125,3.03125,3.59375,3.5,2.9,2.4,3.3,2.8,1,0,0,0,0,1,0,0,0,0,0
60b4a8a01d08a9bfb5f1e408,0.1428571428571429,0.1764705882352941,2.84375,2.41875,3.21875,2.5625,2.9,2.3,2.4,3.5,2.2,0,0,1,0,0,0,1,0,0,0,0
611118b967515e93dcf141f1,0.06122448979591838,0.09803921568627451,4.025,3.0,3.7,3.01875,3.2,2.9,2.8,3.1,2.7,1,0,0,0,0,0,1,0,0,0,0
6314686dea012501d8934177,0.30612244897959184,0.19607843137254902,3.3,3.525,3.15,3.7875,3.0,2.8,2.6,3.6,2.7,1,0,0,0,0,0,0,0,1,0,0
62728c148af5805feea46dc8,0.44897959183673464,0.4117647058823529,3.0,3.13125,2.93125,2.84375,3.0,3.1,3.2,3.4,3.0,0,1,0,0,0,1,0,0,0,0,0
6234e1b277e7fe207a9ad500,0.693877551020408,0.49019607843137253,2.96875,2.90625,3.275,3.0875,2.6,2.7,3.0,2.8,2.4,1,0,0,0,0,1,0,0,0,0,0
60eb70ffed340b865e2849d1,0.653061224489796,0.6078431372549019,3.71875,2.8875,3.68125,3.64375,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0
5be76781f6d13b0001cf5257,0.30612244897959184,0.3137254901960784,3.59375,3.61875,3.5,3.6625,3.7,3.8,4.2,4.1,4.1,1,0,0,0,0,0,1,0,0,0,0
60379dc17dc2aa000830366e,0.2448979591836734,0.27450980392156865,3.24375,2.8875,3.43125,2.93125,3.2,2.8,3.1,2.4,2.5,1,0,0,0,0,1,0,0,0,0,0
62ec3d6c5a882ff93a4af5b3,0.16326530612244894,0.13725490196078433,3.2125,3.4,3.3125,3.49375,3.3,3.3,3.0,3.5,3.3,1,0,0,0,0,0,0,1,0,0,0
6100b4e5864c376c3f4d8f5a,0.10204081632653061,0.13725490196078433,3.425,3.125,3.39375,3.61875,3.6,3.9,3.5,3.4,3.7,0,1,0,0,0,0,0,1,0,0,0
61082b4346fa6b2ad1f6a8d8,0.1428571428571429,0.11764705882352941,4.39375,3.65625,3.55625,3.075,3.5,3.7,3.6,3.3,3.5,0,0,1,0,0,0,0,0,1,0,0
632e9aa62793c18a857aece4,0.4693877551020408,0.49019607843137253,3.4,3.3125,3.8125,2.70625,3.8,3.7,3.6,3.2,3.6,1,0,0,0,0,0,1,0,0,0,0
6320a1395b4e05325c746101,0.08163265306122447,0.1568627450980392,2.65,2.55625,3.2375,2.98125,3.0,2.9,3.0,3.2,3.0,1,0,0,0,0,1,0,0,0,0,0
612e9fb57400639a88cfae33,0.18367346938775508,0.11764705882352941,3.34375,3.4125,3.19375,3.0375,3.9,3.7,3.3,3.6,3.6,0,1,0,0,0,0,0,1,0,0,0
5fe112243ce806b5704eca6e,0.5102040816326531,0.21568627450980393,3.31875,2.9625,3.48125,3.925,3.0,2.8,2.8,3.0,2.4,0,0,1,0,0,1,0,0,0,0,0
61031cd5bd9b63f1cc2edd7e,0.08163265306122447,0.11764705882352941,3.74375,3.28125,3.03125,3.2,3.5,3.5,3.4,3.5,3.5,0,1,0,0,0,0,0,1,0,0,0
6238dfab577ecd4adb97a917,0.653061224489796,0.5490196078431373,2.05625,2.9375,2.08125,2.8,2.7,2.8,2.7,2.8,2.8,1,0,0,0,0,0,0,1,0,0,0
63614edb8ec467e6999ff831,0.2857142857142857,0.0196078431372549,3.45625,2.63125,2.98125,3.76875,3.3,2.5,2.6,3.4,2.8,1,0,0,0,0,0,0,0,0,1,0
60a2fae17fe95f27ca52e424,0.06122448979591838,0.09803921568627451,3.13125,2.60625,3.6375,2.89375,3.0,3.0,3.5,3.5,3.5,0,1,0,0,0,0,1,0,0,0,0
63614b8fe4d56b9d300a5f53,0.2857142857142857,0.19607843137254902,2.95,3.4125,3.175,3.1375,3.4,3.3,3.2,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0
5eb0745480b12a11c526ffc8,0.2857142857142857,0.3333333333333333,3.05,2.96875,3.36875,3.56875,3.0,3.0,3.0,3.5,3.0,0,1,0,0,0,0,0,1,0,0,0
62b20c0065e9809e66d13fa5,0.12244897959183676,0.13725490196078433,2.5875,2.78125,3.6375,2.575,3.3,3.1,3.0,3.3,3.1,1,0,0,0,0,1,0,0,0,0,0
62c396eed1893e06fdad4574,0.18367346938775508,0.1764705882352941,3.2125,2.8875,3.79375,3.14375,3.5,3.6,3.3,3.3,3.4,1,0,0,0,0,0,0,1,0,0,0
6304d96fa9bd6e269ae89297,0.5102040816326531,0.4117647058823529,4.675,2.475,3.475,2.975,3.7,2.6,2.9,2.9,2.6,0,1,0,0,0,0,0,1,0,0,0
61372727e083e6cd1c827f81,0.44897959183673464,0.43137254901960786,2.9,2.825,2.58125,3.08125,3.4,2.8,2.8,2.8,2.6,0,0,1,0,0,0,0,1,0,0,0
5f5452df72345118f58d187b,0.7346938775510203,0.8823529411764706,3.275,3.01875,3.55625,3.41875,3.2,3.1,3.0,3.3,3.2,1,0,0,0,0,0,1,0,0,0,0
629534afc0924e49e1464589,0.36734693877551017,0.23529411764705882,3.075,3.325,3.38125,3.10625,2.6,2.7,2.7,2.6,2.5,1,0,0,0,0,0,0,0,1,0,0
5c5c3c5a676a2800013eba45,0.346938775510204,0.3529411764705882,3.10625,3.2875,3.31875,3.375,3.8,4.0,4.2,4.1,4.1,1,0,0,0,0,0,1,0,0,0,0
63bf3247bf3b5ebd734157ee,0.8979591836734693,0.9411764705882353,4.2625,3.25,4.275,4.06875,3.7,3.3,3.4,3.7,3.5,0,1,0,0,0,0,1,0,0,0,0
6125c324391974c4c912ba10,0.30612244897959184,0.3137254901960784,3.325,3.16875,3.55,2.7625,3.4,2.7,3.2,3.6,3.2,1,0,0,0,0,0,1,0,0,0,0
5f5171f781da7d3c0aa7024b,0.06122448979591838,0.0196078431372549,3.6625,3.05625,3.6875,3.1625,3.2,3.3,2.8,3.4,2.8,1,0,0,0,0,0,1,0,0,0,0
612547f89bad5437aaecfa66,0.2448979591836734,0.23529411764705882,2.84375,2.9875,2.775,2.9375,2.5,2.3,3.0,2.9,2.5,1,0,0,0,0,0,0,1,0,0,0
62dcb56ed694f64640b46ecd,0.06122448979591838,0.058823529411764705,3.5,3.8375,4.225,2.5375,3.2,3.1,2.9,2.8,2.6,1,0,0,0,0,0,1,0,0,0,0
631f3abc8826b6e7e8982648,0.36734693877551017,0.39215686274509803,3.34375,3.69375,4.10625,3.28125,3.0,2.9,3.0,2.9,2.8,0,1,0,0,0,0,0,1,0,0,0
60306cf6330619ee41fa3cd2,0.26530612244897955,0.1568627450980392,3.2,3.5125,3.46875,3.89375,3.3,3.2,3.2,4.0,2.9,1,0,0,0,0,0,0,1,0,0,0
5b0d1b8e444cef0001ca66ac,0.8163265306122449,0.4117647058823529,3.475,2.625,3.26875,4.05625,3.1,3.3,3.2,3.3,2.8,0,1,0,0,0,0,1,0,0,0,0
612682ec747ac2d5df40f7df,0.08163265306122447,0.09803921568627451,2.61875,3.0875,2.8625,2.925,2.9,2.9,2.4,3.0,2.5,1,0,0,0,0,0,1,0,0,0,0
6266c2af9e12be23dff07d28,0.693877551020408,0.7254901960784313,3.66875,3.15625,2.94375,3.23125,4.0,3.5,3.5,3.5,3.6,0,1,0,0,0,0,0,0,1,0,0
62349b2406ea604d296bd69d,0.30612244897959184,0.3529411764705882,3.225,2.95,3.0,3.075,3.3,3.1,2.8,3.1,3.0,0,1,0,0,0,0,1,0,0,0,0
62ceb98594c924be25e1db41,0.26530612244897955,0.2549019607843137,3.625,3.1125,4.2375,3.43125,3.7,3.1,3.3,3.5,3.4,0,1,0,0,0,0,1,0,0,0,0
632349c7a311d9aa8d2f9a9b,0.5306122448979591,0.5882352941176471,3.0,2.825,3.85,3.125,2.9,2.6,2.7,2.9,2.4,1,0,0,0,0,0,0,1,0,0,0
5bdf5d0d14b3cd00019d99a3,0.12244897959183676,0.0392156862745098,3.225,2.16875,3.26875,3.55,3.2,3.1,3.4,3.1,2.9,0,1,0,0,0,0,1,0,0,0,0
5ff003139cc6b3eb2fd102f2,0.12244897959183676,0.09803921568627451,3.025,2.3375,2.3625,2.4625,3.0,2.9,2.3,2.3,1.6,0,1,0,0,0,0,1,0,0,0,0
63b7723d656a1c5739386185,0.0,0.0392156862745098,3.04375,3.1875,3.75625,3.9375,3.1,2.8,2.6,3.7,3.3,1,0,0,0,0,0,1,0,0,0,0
6135d372d149620fce4fba60,0.16326530612244894,0.19607843137254902,2.75625,3.075,2.89375,3.375,3.1,3.0,2.9,2.9,2.7,1,0,0,0,0,0,1,0,0,0,0
5a03d20a7ecfc50001be0a7a,0.40816326530612246,0.2549019607843137,3.525,3.525,2.28125,3.95,3.8,3.0,2.9,4.1,3.2,0,1,0,0,0,0,0,0,0,0,1
5dae16d241fbb6001160ce72,0.4285714285714285,0.29411764705882354,3.0875,3.81875,3.91875,3.4625,3.9,4.6,4.0,3.8,4.2,1,0,0,0,0,0,0,0,1,0,0
55b74f71fdf99b6e0c49975b,0.5510204081632653,0.49019607843137253,3.01875,2.98125,3.5625,3.01875,3.5,3.8,3.3,3.8,3.9,1,0,0,0,0,0,0,1,0,0,0
5debce5335575a2bed69acc6,0.7959183673469388,0.803921568627451,2.925,3.61875,2.68125,3.35625,3.2,3.4,3.2,3.7,2.9,1,0,0,0,0,0,1,0,0,0,0
623519c893eaebfcb0046e26,0.40816326530612246,0.3529411764705882,3.05,2.98125,3.34375,3.53125,3.2,3.1,3.2,3.8,3.2,0,1,0,0,0,0,0,1,0,0,0
62728d9afbb36631896f3bcb,0.4693877551020408,0.43137254901960786,2.85,3.29375,2.8875,3.025,3.5,3.1,3.1,3.7,3.2,1,0,0,0,0,0,0,1,0,0,0
60de50896b0ce86b84a2ee24,0.5714285714285714,0.5098039215686274,3.43125,3.63125,3.98125,3.225,3.9,4.1,3.9,3.6,3.7,0,1,0,0,0,1,0,0,0,0,0
615880a66bc32302998866d9,0.7755102040816326,0.47058823529411764,3.28125,2.775,3.14375,3.1,3.9,3.5,3.1,3.4,3.4,0,1,0,0,0,0,0,0,0,1,0
631bf371cafbcf75cee93374,0.12244897959183676,0.11764705882352941,3.66875,3.2375,2.31875,2.95,3.2,2.7,2.8,3.0,2.4,1,0,0,0,0,0,1,0,0,0,0
5f9e394bfc6fc63e6317cf9f,0.08163265306122447,0.11764705882352941,4.1375,2.2625,3.2375,2.85,3.8,2.8,2.7,3.2,2.7,0,0,1,0,0,0,1,0,0,0,0
61514f5537097bf8052a71d0,0.1428571428571429,0.09803921568627451,2.85625,2.5625,2.8375,2.56875,2.6,2.6,2.4,2.4,2.4,1,0,0,0,0,0,0,1,0,0,0
60d905d968d5d28e18ee58a1,0.30612244897959184,0.29411764705882354,3.3,2.7,2.95,3.63125,3.0,3.1,2.6,2.8,2.3,0,1,0,0,0,1,0,0,0,0,0
5e90a1eaad04060882d17a3d,0.20408163265306123,0.0784313725490196,3.3375,2.29375,4.08125,3.5125,3.4,3.5,3.3,2.7,2.8,1,0,0,0,0,0,0,0,0,1,0
60ff5715ebf2da91a8472115,0.18367346938775508,0.13725490196078433,3.3875,2.625,3.475,3.525,3.0,3.1,3.4,2.9,3.0,0,0,1,0,0,0,0,1,0,0,0
5dee44454d7bea4e3f4b44a6,0.346938775510204,0.29411764705882354,3.375,3.4375,3.55625,3.79375,3.4,3.7,3.5,3.8,3.7,0,1,0,0,0,0,0,1,0,0,0
614f2378929f8d4e2447ec6c,0.4693877551020408,0.49019607843137253,3.2,2.85625,3.4625,3.775,3.1,3.2,3.2,3.3,3.0,0,0,1,0,0,0,0,1,0,0,0
5cce4682f2ba8e00017f3de2,0.4897959183673469,0.4117647058823529,2.375,2.9,3.5,3.25,3.3,3.8,3.5,3.3,3.3,0,1,0,0,0,0,1,0,0,0,0
6110aee2ce95d0cb5f8d4d9c,0.2857142857142857,0.3137254901960784,3.09375,2.5125,2.39375,3.025,3.8,3.4,3.2,3.6,3.2,0,1,0,0,0,0,0,0,1,0,0
5c8db07eb1f89a0016777fe0,0.346938775510204,0.19607843137254902,4.1125,2.85625,2.9125,3.40625,4.8,4.6,4.0,3.7,4.3,0,1,0,0,0,1,0,0,0,0,0
5c79bc94d454af00160e2eee,0.26530612244897955,0.23529411764705882,2.583333333,3.358333333,2.433333333,2.708333333,3.4,3.8,3.3,4.0,3.5,0,1,0,0,0,0,0,0,1,0,0
6335d094ca5827c5d63b143f,0.4693877551020408,0.45098039215686275,3.49375,3.24375,3.26875,3.81875,3.3,2.8,2.8,3.2,2.8,1,0,0,0,0,0,0,0,1,0,0
63b6be5e93fb553e9f17f8a6,0.2857142857142857,0.2549019607843137,3.21875,2.675,3.4625,2.525,3.2,2.9,2.9,3.4,3.1,1,0,0,0,0,1,0,0,0,0,0
56588a127d69570012dfe00a,0.36734693877551017,0.3333333333333333,2.76875,3.66875,3.575,2.9,2.8,4.4,4.4,3.7,3.7,1,0,0,0,0,0,0,1,0,0,0
637ea165e071484955b325f7,0.7959183673469388,0.5882352941176471,2.99375,3.70625,2.89375,2.475,3.8,2.8,2.9,3.4,2.8,1,0,0,0,0,0,0,1,0,0,0
5fdd32c1a53c573e2fe8ed16,0.12244897959183676,0.0392156862745098,3.4875,3.9125,3.1,3.93125,3.5,3.7,3.7,4.0,3.8,0,1,0,0,0,0,0,1,0,0,0
5d74001d391b6600175f433b,0.326530612244898,0.39215686274509803,3.79375,3.64375,3.88125,3.78125,4.2,3.7,3.7,3.5,3.5,0,1,0,0,0,0,0,1,0,0,0
5a9416ba6475f900019fa690,0.20408163265306123,0.19607843137254902,3.1125,2.90625,3.99375,3.925,3.7,4.1,4.2,4.3,4.3,1,0,0,0,0,0,1,0,0,0,0
58509fbda6946500016117ed,0.346938775510204,0.3137254901960784,2.84375,3.3625,3.225,3.9125,3.0,4.1,4.6,4.0,4.0,1,0,0,0,0,0,1,0,0,0,0
61206e8d3e6a6ccdd064637c,0.8775510204081631,0.7647058823529411,3.01875,2.9625,2.79375,3.0125,2.9,2.5,2.6,2.7,2.0,1,0,0,0,0,0,1,0,0,0,0
57658ec09dcd970001dbdbd5,0.326530612244898,0.1568627450980392,2.95,2.9875,3.4,2.95625,3.6,3.2,3.3,4.1,3.4,1,0,0,0,0,0,0,1,0,0,0
632bf0c833cf500d10aeb279,0.08163265306122447,0.0784313725490196,2.66875,2.1625,2.875,2.8625,3.1,2.5,2.6,3.0,2.5,1,0,0,0,0,0,1,0,0,0,0
6108b3ff82db698c577e6165,0.06122448979591838,0.0784313725490196,3.4625,3.2,3.6125,3.2625,3.7,3.4,3.8,3.6,3.7,0,0,1,0,0,0,1,0,0,0,0
5bb9230a8869b10001012321,0.22448979591836737,0.058823529411764705,3.4,3.125,3.5,2.925,3.8,3.6,3.2,3.3,3.0,0,0,1,0,0,0,1,0,0,0,0
